date,label,text_processed
2025-11-11 15:44:10,China US,woman_police buy_cryptocurrency worth_billion pound use fund_steal thousand_chinese pensioner_sentence eight_month money_launder pass_sentence southwark_crown court_tuesday judge_sallyann hale_qian zhimin_architect offend_inception conclusion_motive pure_greed flee china qian_move mansion_hampstead north_london metropolitan_police raid_later make world_single large_crypto seizures_chinese invest_money company_claim develop_hightech health_product mining_cryptocurrency reality_embezzle fund_police investor world service_hope get least_cash back uk authority_anything leave_unclaimed normally_default uk_government lead_speculate treasury_stand gain_haul gather_evidence together_hope uk_government crown_prosecution service high_court show_compassion victim_call yu_marriage fail_result fraud_haul bitcoin_cryptocurrency return_little bit_lose qian_zhimin arrive_uk fake_passport september_move mansion_edge hampstead_heath rent_month pay need_convert bitcoin_stash back_money spend_pose wealthy_antique diamond_heiress hire_former takeaway_worker personal_assistant ask trade_cryptocurrency asset_cash property_bitcoin rocket_value qian_achieve company promise_investor get_rich lie_assistant wen_jian trial_last culminate_sixyear jail_term money_laundering qian_spend day_lie bed_gaming online_shopping qian_draw bold_sixyear plan future_scheme accord_diary note_outline plan find international_bank buy_swedish castle_even ingratiate_british duke_grander state_objective become_queen liberland_unrecognised microstate_croatianserbian border_meantime qian_wen look_house buy_london attempt_purchase especially_large property_totteridge common_area know_substantial secluded_residence trigger_police investigation_wen unable_account boss_wealth police_raid qians_hampstead rental_property uncovered_hard drive_laptop find_load ten_thousand bitcoin_believe single_large cryptocurrency_seizure uk_history qian_set company money_embezzle four_earlier native_china lantian_gerui bluesky_greet english_claim use investor_money mine_generate bitcoin_invest range_pioneer technological_device uk police believe_elaborate scam_qians company_simply use promise_high profit_pull investor_scheme information get_involvement actually_leader fraud_low member_become obvious_yes shes_clever shes_switch manipulative_able persuade_lot det_con joe_ryan met_investo yu_never suspect_anything wrong_company dripfed_portion apparent_earnings yuan_every day make_everyone feel_really good even give_confidence borrow_little invest_company wife_initially invest_yuan make_profit half_soon take thousand_pound worth_loan interest_rate order_invest addition_yu reinvested_daily payouts_back company soon_receive rule_reinvest earnings_suppose weak_resist pump_dream lose_selfcontrol critical_judgment investor_saw daily_payouts top_person sign_help scam_reach base_every china province_accord document_trial china company official_promoter deposit_total bn_yuan bn_bn uks_crown prosecution_service cps_find former company employee_later testify_investor money fund_daily payouts_cryptomining dividend_lantian geruis_marketing exploit_loneliness many_middleaged elderly chinese qian_write poem_social responsibility_line must_love elderly_infatuation first_romance company_organise mass_holiday banquet_current potential_investor use_promote yet investment_opportunity slideshows_card machine_ready lantian_gerui trumpet_love china nation_another ploy_calculate appeal_elderly patriotism_achilles heel_thats exploit_yu want make china number world range_speaker endorse_company include_soninlaw late_chairman mao_found father_republic china yu_generation look_chairman mao_even soninlaw_vouch trust_company even hold_event great_hall chinas_legislature meet accord investor_attend event_speak bunch_promoter theyd_take something_red persuade_white take_something black_convince red_yu despite_lead highprofile_enterprise qian_notoriously secretive_know huahua_little flower_client communicate_largely poem_post blog_emerge big investor_put least_yuan invite_intimate event accord_client li_present starstruck_remember saw_goddess wealth_start encourage_dream big_within three_shed give_enough wealth_last family three_generation li_wife brother_invest yuan_chinese police_investigation lantian_gerui launch_mid signal_beginning end_qians scheme_payouts suddenly_stop yu_recall company police_check though_promise payment_resume soon_enough help investor_initially keep_calm company_manager reassurance_temporary blip_urge approach_police later_discover chinese court_case qian_pay senior_manager assuage_investor concern_flee uk money_qian entirely_oblivious plight_investor outline_plan diary_pay back_debt china price_bitcoin reach_per coin_diary make_clear priority_rule develop_liberland earmark_million pound_project finally_arrest york_north england_last april_police find four_house southwark_crown court_heard start_sentence hearing_monday four_bring uk_specifically work_qian role_shop cleaning_security employ_illegally court_arrest qian_deny charge_claim simply_flee chinese_government crackdown_crypto entrepreneur_dispute evidence_present chinese police_trial september_unexpectedly plead_guilty illegally_acquire possess_cryptocurrency qians_lawyer issue_statement sentencing_tuesday describe_client bitcoin_pioneer add_qian accept_conviction never_set commit_fraud recognise_investment scheme_fraudulent mislead_trust jail_term announce_li qians_guilty plea_offer victim_glimpse sunlight_cryptocurrency qian_brought uk_multiply value since_arrival fate_decide start_earnest early_next thousand_chinese investor plan_make claim_case lawyer_firm represent_victim easy chinese_lawyer ask remain_anonymous need_prove claim many_case transfer_money qians_company directly_account local_promoter pass_cash chain_clear whether_victim successful_receive original_investment inflated_amount reflect_bitcoins subsequent_rise value_proceeds crime_case money leave_process normally_default uk_government ask uk_treasury plan remain money_respond separately_last month_cps consider_compensation scheme_representation civil_case ask_cps level_evidence alternative_scheme require_able share_detail stage_toll yu_whose wife_invest alongside_financial personal_culminating divorce_little contact_son still_consider relatively_lucky lawyer_speak many_qians investor_leave without_money food_medicine yu_know person_tianjin northern china die_breast cancer_discharge hospital_unable afford_treatment deaths_door know write_ask write_elegy bad_come bad_yu keep_word write_poem memory_post online_end line_let pillar_hold sky_rather sheep_lead mislead_survive strive_harder might_right grave_injustice
2025-11-10 07:02:17,China US,china lift_export control_computer chip_vital car_production country_commerce ministry_sunday exemption_grant export make_chineseowned nexperia_civilian use help_carmaker fear_production europe_hit china_pause export_ban material_crucial semiconductor_industry suspend_port fee_american ship move_mark easing_trade tension_beijing washington_president xi_jinping counterpart_donald trump_agree october_reduce tariff_pause measure_october dutch_government take_control nexperia_base netherlands chinese company_wingtech try_safeguard european_supply semiconductor_car good_response china block_export firm_finish chip_however earlier_month part trade_deal strike china nexperia_base netherlands_chip make europe send china complete_reexported country take_control company dutch_government take decision_due serious_governance shortcoming_prevent companys_chip become_unavailable emergency china block_export chip nexperia_worry create_global supply_chain issue_october european_automobile manufacturer_association emea_warn nexperia_chip supply last_week unless_chinese ban_lift earlier_month emeas_director general_sigrid de_vries supply_shortage imminent_volvo car_volkswagen warn chip_shortage lead_temporary shutdown_plant jaguar_land rover_lack chip_pose threat business_saturday eu_trade commissioner_maros sefcovic_china agree_simplification export_procedure nexperia_chip grant_exemption license_requirement exporter_provide good_civilian use close_engagement chinese dutch_authority continue work_towards lasting_stable predictable_framework ensure_full restoration_semiconductor flow china_commerce ministry call eu_continue exert_influence urge_netherlands correct_erroneous practice_soon possible_prof david_bailey birmingham_universitys business_school bbcs_today programme_action china_wakeup call_motor industry_dutch government may_well good_reason try take_control hadnt_think implication_retaliation china_swift brutal_need find_alternative processing_site maybe_south east_asia europe industry keep big_stock product_case shortage_meanwhile suspension_ban export_dualuse item_relate gallium_germanium antimony_superhard material come_effect sunday_place november_ban export good material_civilian military announce_december china transport_ministry port_fee charge_uslinked ship_suspend effective_gmt monday_friday china announce_suspension export_control relate_expand curb_rare earth_material lithium_battery
2025-11-12 07:02:44,China US,zhijiang_chinese national accuse build_illicit gamble_empire south_east asia_extradite china end_yearslong battle_order detain_thailand since_thai police_arrest act chinese request_interpol china accuse_zhijiang run_illegal online_gamble ring_week thai_court uphold_decision extradite_arrive bangkok_airport wednesday_flank security official_extradition come ahead_landmark visit_thailand king_beijing first state_visit china_reign thai_monarch sign_deepen tie_zhijiang big_name link_vast cyberscam_hub south_east asia_trap thousand_chinese national_spark crackdown_beijing notorious_project myanmar_shwe kokko_city near_thai border_portray promotional_video resort_city chinese_tourist glitzy_building allegedly_home fraud_money laundering_human trafficking_saw overseas_visitor local_scam business still_operate zhijiang_company yatai_sanction uk_link right_abuse scam_farm development_speaking prison_earlier zhijiang_maintain company never_accept telecom_fraud scam_though note_admit scammer_likely enter_shwe kokko_since city_completely open_anyone bear_poor village_hunan province china_zhijiang left_school learn_computer cod_appear move_philippine early_online gamble_illegal china chinese court_convict run_illegal lottery_expand gamble_business cambodia_country region_hold cambodian_myanmar citizenship_accord treasury_un estimate_hundred thousand_trap scam_centre concentrate_south east_asia often_lure fake_job offer_hold force_defraud online_face brutal_punishment many chinese_national source_concern beijing china_ramp crackdown_scam operation_recent month
2025-11-28 11:49:29,China US,daily_pick story_across local_website west_england interesting_content social_medium amazon_lorry catch_film struggle_get past_salisbury socalled_killer kerb_damage number_car accord mark_end era_newsagent gw_hurley run_town past get_ready permanently_shut shop_saturday story_jared lepora_schoolboy bristol_take robotic_hand make_entirely lego_competition china_tearoom nortonsubhampdon_somerset see_outpouring love_former great_british bake_judge mary_berry th_birthday cake_picture video_generate wave_frustrated comment_facebook somerset_county cricket_club show_winter wonderland_event officially_open club_ground
2025-11-27 00:02:47,China US,mechanic_fabio javier_jimnez find right_place right_father move_familyowned tyre_repair shop_rural argentine_town aelo_small sleepy_place km_mile southwest_buenos aire_main water_gas electricity_supply constantly_cut fracking_oil gas_start surrounding_region conurbation_boom set_tyre repair_shop middle_sand dune_far town_centre jimnez_town grow_pass fuel_newfound energy_wealth aelos_population soar_addition already_permanently settle_aelo industry_worker sleep_city every_night make road_busy include lot_oil tanker_go last_vehicle enter_town every_day lorry_official figure_show jimnezs_workshop main_provincial road_help need_tyre aelo_locate heart_vaca muerta_sq km_sq mi_oil gasrich_geological formation_first discover_far back_wasnt fracking_become legal_argentina deposit_commercially accessed_fracking method_mining first become_widespread early_whereby highpressure_mixture water_sand chemical_inject ground_crack fracture_rock allow_gas oil_trap inside_bring surface_first fracking_operation vaca_muerta joint_operation argentinas_majority stateowned_oil firm_yacimientos petrolferos_fiscales ypf_giant chevron_february well_active production_vaca muerta_accord argentine_institute oil_gas oil_gas account_half argentinas_oil gas_production nicols_gadano chief_economist empiria_consultancy former_ypf official_add cost_fracked oil_cheap conventional_extraction elsewhere_argentina latter_comprise old_deposit remain oil_hard get_nicols gandini_director econojournal_medium outlet_specialise energy_agrees able_find conventional_deposit costcompetitive_exception conventional_gas deposit_offshore southern_basin onshore_deposit three_four expensive_vaca muerta_oil gas_vaca muerta_give argentina_energy selfsufficiency_overturn decade_shortage need_expensive import_allow argentina_export oil_gas help_earn foreign_currency last significant_external surplus_energy sector_bn bn_gadano aim_similar figure_much high_volume low_price due_drop international_price gandini_add fact_argentina export energy_import important country especially_three ago_red yet add_wont panacea_cure argentine_economy long_battle high_inflation public_spending default_national debt_think overrepresentation_value vaca_muerta bring_solve structural_problem face_argentine economy however look_argentina today_generate dollar_many sector_vaca muerta_agriculture agriculture_problem country able_expand agricultural_production base_beyond agriculture_mining lag_far behind_commentator argue_oil gas_extraction vaca_muerta hold back reach_full potential_argentinas bad_credit rating_put international_investor point_strict limit_many pesos_firm exchange_foreign currency_long case_curb flight_capital country protect_reserve argentina_central bank company everything_fine vaca_muerta havent_able get_single dollar_argentina make_money reinvest_force explains_gadano thats world work thats company work_especially big international_player government president_javier milei_lift foreign_exchange control_individual last_april follow_partys victory_midterm election_last month expect_restriction company may_soon lift_critic vaca_muerta hamper_insufficient pipeline_poor road_lack railway_connection gustavo_medele energy minister_neuqun province_town aelo_much vaca_muerta find_provincial government continue help_vaca muerta_achieve political_consensus main_party support increase_mine relevant_political force_agree industry need grow_note gadano_consensus become_problem since_start fracking_vaca muerta_voice environmental_concern really_lose public_debate fernando_cabrera director_environmental pressure_group observatorio_petrolero sur_noticeable difference_capacity public medium_influence provincial_legislature largely_favour exploitation_national chamber_uneven dynamic_back jimnezs_garage business good open_second branch_come aelo_happy service_vehicle day service_vehicle vehicle_day yet_sceptical oil_gas exploitation_solution country problem_yes surely_oil gas_many come mean_argentina continue_experience economic_political ups
2025-12-05 10:54:00,China US,steel_manufacturer base_chatham dock_confirm consult_redundancy employee_arcelormittal kent_wire large_steel manufacturer_europe begin_process last_week ahead_pull site_pier road company among_opponent nowapproved_plan redevelop_dock claim force_location proceed_spokesperson arcelormittal_kent wire_inform employee_decision enter_consultation process_job site_risk due_severity scale_challenge face business firm face_difficulty low_demand competition_china tariff accord_peel water_site application_approve medway_council may_unsuccessful request make_thenmp rochester_strood kelly_tolhurst mean_basin proposal_officially approve_november application_remain subject_judicial review_hear high_court october_ruling yet make_arcelormittal kent_wire business_oppose plan_save chatham_dock campaign_group peel_water want build home_development site include_supermarket pub_tolhurst campaign_save job_absolutely devastate_dock lifechanging_boom job_market moment go really_frightening right_top christmas_spokesperson peel_water try_work arcelormittal_kent wire_tenant explore_relocation solution_include suggest_suitable local_port location_meet operational_need subject_outcome ongoing_judicial review_remain committed_deliver basin
2025-11-27 07:40:11,China US,tesla_open large sale service_hub india even_ev giant_struggle weak_sale asias_thirdlargest economy centre_northern city_gurugram combine_experience showroom_charging aftersales_service roof_ev maker_sell car india_since much_publicise debut_july dealership_data show_source close company tesla_focus strengthen_indias ev_ecosystem bid_revive sale_momentum tesla_didnt directly_respond query_low sale_figure elon_musk ev_maker struggle_get foothold_india since launch_july receiving_booking barely_car till_midseptember accord_dealership data access_show small_portion booking_convert sale since_delivery start_september even_competitor model_premium category_brand bmw_byd mercedes_benz robust_sale aid_festive demand_tax cut_ev maker_plan improve_sale include_threepronged strategy_increase adoption_install charging_station across_country boost_customer experience_high tax_slow adoption_remain major_barrier ev_growth india expert_tesla steep_upfront price_car another_challenge speaking_tesla centre_launch gurugram_india head_sharad agarwal_buyer recoup_million rupee_four fuel_maintenance third_price model_sell maintenance_service remotely_software update_reduce cost_ownership cost_home charging_tenth petrol_pricesmr agarwal_sale number_low standard_hormazd sorabjee_editor autocar_india think thats_strategic put_foot door_india good_potential increase sale_come ev_make less_passenger vehicle_sale india charge_infrastructure slow_develop country_teslas car_charge home add mile_km range_per hour company_expand network_include supercharger_deliver mile_minute teslas_weak india sale_come amid_broad slowdown_demand across big_market europe china company profit_fell october_despite record_quarterly revenue_boost lastminute_rush buyer_claim expire_tax credit_firm revenue_three month end_september hit_record bn_bn last_companys profit_drop period_partly due_extra cost_link tariff_research development india musk_show local_manufacturing opt_importled strategy_despite incentive_announce march_last attract_global ev_maker
2025-11-27 00:03:12,China US,im_stand future country_giorgi arabuli_take part_protest street_georgias capital_tbilisi almost_every night_since begin_ago mass_demonstration meet_violent police_crackdown ten_thousand georgian_turn anger_prime minister_irakli kobakhidzes_decision november call_fouryear halt_move towards_join eu_im generation_ive see_dark civil_war giorgi_cause russian_influence postsoviet_country dont_want go_back since_georgian see_dismantling democracy_prompt accusation_russianstyle rule_street protest_evolve grinding_war attrition_month tbilisi_main rustaveli_avenue block_hour every even law_heavy police_presence force_protester adapt_march adjacent_street face_nightly arrest_georgian dream_government impose_massive fine_block road_slap criminal_charge young_protester recently_push law_allow day_imprisonment first_offence block_traffic repeat_offender face_jail freedom_regime prisoner_read large_banner carry_towards nearby_supreme court_theyve use every_method crush_protest fact_havent able_nata koridze_husband zura_japaridze six_key opposition_figure jail_refuse testify_parliamentary commission_allege crime_previous government six_jail eight_month ban_hold public_office prosecutor_since announce_charge eight_opposition leader include_japaridze face_alleged sabotage_aid foreign_power nata_koridzes husband_due release_december due_appear court three_day later_accuse communicate_western partner government_abuse standard_democratic practice_evidence betray_state interest_japaridze jailed_politician hold_solitary confinement_zura see_anybody except_doctor guard_georgias path_eu membership_cornerstone postsoviet_identity far_away ever_earlier month_eus annual_enlargement deliver_conclude consider_eu candidate_name georgia_trajectory become_eu member_state neither_later pawel_herczynski reject government_pledge ensure_membership approach_head parliamentary_committee european_integration georgian_dream mp_comment noone_available government public_response increasingly_hostile towards_foreign critic_parliamentary speaker_shalva papuashvili_accuse eu_ideological political_dictate tell_progovernment tv_month todays_brussels want_georgia want country stand_foot complain_policy approach_brussels must change_georgian choice_mean nothing_zero georgian_dream power since_vote last_dispute parliamentary_election monitor_europe osce_security mission_mark several_shortcoming include_intimidation coercion_pressure voter_especially public_sector employee_opposition party since_boycott parliament_leave entirely_government hand_mean increasingly_repressive legislation_pass unopposed_well steep_fine protester_block road_restrictive broadcasting_law law_foreign grant_require foreign_funding civil_society medium_approve government commission_hundred protester_fin dozen_jail among_wellknown actor_andro chichinadze_give allegedly_organise protest_theatre best_attend tbilisi_close solidarity_belief georgias_government act_russias interest_widespread among_proeuropeans point_ruling party_billionaire founder_bidzina ivanishvili_make fortune_russia legislation_mirror russian_law target_civil society government_refusal impose_sanction moscow_ukraine increasingly_hostile antiwestern_rhetoric georgia_leader reject_portrayal describe_approach towards_russia pragmatic_primary duty_maintain peace_northern neighbour_fact prime_minister irakli_kobakhidze deny_prorussian bias_recent tv_interview government_responsible georgian_society want keep_peace country view_georgia respected_journalist mzia_amaglobeli imprison_slap police_officer russia_conquer without_war oligarch_rule country_deprive european_future legitimise_autocratic dictatorial_rule need support_democratic world_handwritten letter_prison freedom_thought next_month lose_sight eye_remaining vision_worsen solitary_confinement difficulty_reading even_minute georgias_democratic decline_intensify even last_election june_russianstyle law_foreign influence_target civil_society independent_medium student_play big part_protest government_respond sweeping_education reform_plan next_february georgia_state university_require concentrate_single academic_discipline slogan_city faculty_reform tackle_perceived problem include_excessive concentration_university tbilisi_duplication programme_inadequate state_funding prime_minister argue_funding focus_fulfil state_task lead_figure georgias_preeminent research_institution ilium_state university_reform impose_political control_eradicate free_space political_party medium_ngos university_must put_pressure nina_doborjginidze rector_ilia state_university student_remove capital_theyre remove_political scene_education quality_political project add_vicerector georgi_gvalia abrupt_change georgias_foreign policy_proeuropean country_region difficult_partner west_change towards_autocratic great_power russia_especially china_georgia china strategic_partnership beijing_invest heavily_georgian infrastructure back_rustaveli avenue_teacher rusudan_lomidze attend_protest every_day georgias_fate inextricably_link ukraine_ukraine force_sign capitulation_agreement absolute_disaster boy_fight ukraine_fight ukraine_georgia georgian_volunteer kill_fight ukraine_georgian citizen_ethnic georgian_georgian legion_big contingent_foreign fighter_crowd tbilisi_small ago_several hundred_protester still_gather every_night despite_risk reflect_diplomat work_towards eu_nato integration_nata koridze_believe crumble_protest embody_idea idea_live decade_century
2025-11-15 07:26:26,China US,piece_chinese porcelain_discover charity_shop sell_thousand pound_auction item take_woolley wallis_salisbury whose_chairman asian_art specialist_john axford_identify chinese work_th century_five dragon_dish due_sell dorset_charity shop go_hammer blue_white dragon_bottle vase_sell discovery_highlight extraordinary_treasure still find_unexpected place_axford astute_manager charity_shop blandford_forum think_worth get_dish value_axford immediately_recognise period_piece due_distinctive blue_yellow decoration_finding sixcharacter_emperor daoguang_mark period_confirm link_chinese imperial_collection proceeds_go directly_charity shop_discover come_onto market_often theyre_usually hold_public collection_sometimes private_collection languish_somewhere south_west england_axford lot_quite important chinese_imperial porcelain_bring back europe follow_fall qing_dynasty almost_interest sale_mainland china hong_kong blue_white bottle_vase spot_eagleeyed shopper_charity shop_surrey pay_impressed craftsmanship_bring piece_axford confirm_date first_half th_century item_culturally historically_significant case_dish sale_directly benefit_good cause_add
2025-11-24 00:06:53,China US,machu_picchu remains_th century_inca city_perus popular_tourist destination_unesco world_heritage site_yet continue_dispute bus_take visitor_mountaintop site_recently saw_stranded tourist_need evacuate_cristian alberto_caballero chacn_head operation_bus company_consettur past_transport every_day machu_picchu local_town agua_calientes minute_journey alternative_arduous steep_twohour walk_admit past_month conflict_different community_conflict revolve_around consettur_lose licence_rival bus_firm remote_part peru_unless want_hike andes_mountains access_public transport_get machu_picchu without_walk tourist_must first take_train aguas_calientes take three_half hour_transfer bus_final leg_back september_local protestors_angry saw_insufficiently open_bidding process_replace consettur_block railway_line aguas_calientes rock_result peruvian_authority clear_track evacuate_tourist special_train service number local_didnt want_go record_protestors unhappy_consettur monopoly_lucrative bus_service position_sole provider_simply due_transfer company_san antonio_de torontoy_roundtrip bus_ticket cost_foreigner peruvian_although consetturs_licence run_september continue_run bus_due legal_challenge san_antonio de_torontoy yet_start complex_situation involve_different local_community want_slice bus_income caballero_adamant consettur_monopoly owner_business run company past come around_monopoly consettur_make different company various_partner partner include local_district council_consettur meanwhile_san antonio_de torontoy_base slightly_away wider_urubamba province_row legal_dispute bus_rumble australian_tourist annalise_jaksic complain_cost train_aguas calientes_cheap roundtrip_ticket rise_luxury first_class speaking_agua calientes_think train_way machu_picchu think_transport get include pay_much money_train friend_travel companion_todd carland_add buy_entry ticket_site nightmare_difficult arrange_werent expensive_guide tour_standard adult_price machu_picchu mayor_agua calientes_elvis la_torre unhappy_entry ticket_revenue stay_locally ticket_sale stay_region rest_money go ministry_culture look_archaeological site around_peru pay_wage want money go community_surround region help_improve tourism_fund project_help local ministry_culture ask comment_outside side_streets full_stall offer_tourism souvenir_fluffy alpaca_scarf dina_huillca sit_pavement selling_roses tomato_mint travel_village get need local_community add_dont basic_service run water_hospital school need good_condition carlos_gonzlez president_chamber tourism_region peru_department cusco_want see state_oversight public_transport peru_push update_law vice_ministry tourism take_care travel_resource country dont_unified approach_peru destination_cant competitive_long term want change_tourist experience_machu picchu_entrance separate_area different_type visitor_gather spiritual_traveller go_meditative ritual_area gonzalez_let forget_young crowd_inclined tik_toks story_instagram need place_enjoy young_fashion peru_unstable national government make change_difficult country six_different president_past six_ive leader_tourism sector_five lose_count many minister_vice minister_congress speak back_agua calientes_caballero hed_happy see_consettur san_antonio de_torontoy run_bus machu_picchu give_final approval_dont problem_work wont_stop
2025-11-19 06:23:23,China US,independent_regulator high_education england_award local university_almost create_additional simulation_facility midwife_paramedic student_total office_student go university_worcester become_third row_educator successful_gain funding_accord university_secure across three_round benefit_nearly student_vice chancellor_chief executive_professor david_green recognition_reflect universitys_long successful_history educate_highly employable_graduate funding_enable university_create hightech_digitally enable_simulation room_include specialist_midwifery simulation_suite see purchase_decommissioned ambulance_train paramedic_highly sophisticated_anatomage table_set purchase_show student_lifesize digital_scan real_donate body_science increase_simulation capacity_university able_educate even_health professional_future simon_trickett chief_executive nhs_herefordshire worcestershire_extremely positive_news local_health care_system university_worcester already_play vital_role develop_highly skilled_compassionate health_professional community_rely late_funding award_strengthen pipeline
2025-11-11 23:12:23,China US,china face number economic_challenge government want next_generation consumer_start spending_good much_luck convince_official insufficient_domestic consumption_across much_society drag_growth recent_graduate reason_cautious youth_unemployment hover_job fear_lose ongoing_property crisis make_prospect home_ownership seem_unreachable especially_big city_uncertainty encourage_many china_youth instead_embrace frugality_social medium_flood tip_survive small_amount money work_dedicate minimalist_way life_fulltime influencer_tell video_yearold go online_name zhang_small grain_rice feature_content use_bar ordinary_soap personal_cleaning requirement_rather expensive_skin cleansing_product see_walk around shop_area show_various bag_item clothing_good value_theyll last long company pay_feature good_follower xiaohongshu_site hope_understand consumption_trap save_reduce stress_relax focus_budget eat_yearold use name_little grass_float beijing post_video prepare_basic dish_meal little_ordinary person_countryside neither_good educational_background network_influential contact_must work_hard good_life tell_follower work online_sale firm_claim extremely_modest lifestyle_enable save_ask online_expect future_wife child_live way end_goal response_dont know china develop_reputation unstoppable_economy able_ride turmoil_pandemic president_donald trumps_trade war_analyst face_significant longterm_challenge boost_domestic spending_problem rack_credit card_debt china_opposite challenge_already incline_save rather_spend increase_perception tough_ahead chinese_government promise_increase household_consumption still account_around gross_domestic product_gdp oppose_developed country part_problem today_youth pessimistic_early right make_money important_actually need_expand income_source cut_cost young_woman central_beijing tell many young_salary cut add_change job_doesnt pay well dont_know long_job sustain_future bad_economic environment make_feel earn_much find job first_place isnt_easy level_youth unemployment_apart spread_insecurity make_easy struggle_employer cut_wage worker_face choice_accept low_pay dive_highly competitive_job market_young man_lowlevel job_available hard_find decent_work area_expertise friend_unemployed still_live home look job_kind major_university financial_service product_sale economy_bit right_hope get well_good life_rate chance_happen soon_im optimistic_admit big concern china recent_graduate country make_difficult transition_mass producer_cheap good_hightech economy many industry dont_require many worker_economist george_magnus associate china centre_oxford university_track phenomenon_cite figure_big recruitment_firm beijing show high_level university_graduate even_master degree_take job_delivery driver_reflect skill_mismatch qualification_leave high_education whats_term demand_labour course_thats help_push become_champion robotics_ai least_something dampener_job opportunity_tech isnt_really labour_intensive helena_lofgren study_chinas consumption_pattern swedish_institute international_affair believe_economy rely_heavily pour_money preferred_industry focus_sell product_overseas considerable_geopolitical uncertainty_save consume_need consumption_make big share_economy today china_exportoriented investment_drive economy see part big_economy stay_healthy economic_imbalance example china_suddenly lose_significant export_revenue tool_counter financially_empower enormous_domestic population_observer question_serious communist_party increase_domestic consumption_recent decade country_thrive investment_export model_approach face big challenge_deflation wouldbe_customer often_wait price good_fall young_couple want_buy lounge_suite may make_sense wait_get good_deal long many hold make big_purchase likely company cut_price lead_wait even_longer even_good deal may_seem good_idea cheap_good deflation_force firm business_drag growth_overall counter_somehow fuelling_optimism amongst_something consumer_build well social_safety net_increase minimum_wage might_help attempt_offer incentive_replace old_car home_appliance item_significantly lift_consumption influencer_zhang cautious_spending run_deep countrys_culture grandfather_generation frugal_thrifty part chinese_tradition chinese_economical bone
2025-12-01 04:08:47,China US,south_koreas large online_retailer coupang_apologise massive_data breach_potentially involve_nearly million local customer_account country internet_authority investigate_breach detail_million account_likely expose_ecommerce platform_often describe south_koreas equivalent_amazoncom breach_mark late_series data_leak major_firm country_include telecommunication_giant sk_telecom coupang_become aware_unauthorised access_personal data customer_account november_immediately authority_later check_find million_customer account south_korea likely_expose coupang_add breach_believe begin_early june_server base_overseas expose_data limit_name email_address phone_number shipping_address order_history coupang_credit card_information login_credential leak_detail remain_securely protect_action require_coupang user_point firm_add number_account affect_incident represent_half south_korea roughly_million population_coupang found_south korea_headquarter recently_nearly million_active user_coupang apologise_customer warn_stay alert_scam impersonate_company firm give_detail behind_breach south_korean medium_outlet sunday_former coupang_employee china suspect_behind breach_authority assess_scale breach_well whether_coupang break_data protection_safety rule south_koreas ministry_science ict_statement breach_involve contact_detail address_large number_citizen commission_plan conduct_swift investigation_impose strict_sanction find_violation duty_implement safety_measure protection_act coupang_face multiple_cybersecurity breach_recent include incident_expose customer_data major_south korean_organisation deliver_harsh criticism_late breach_editorial board_local newspaper_chosun ilbo_describe incident_preposterous call strong_sanction firm_responsible leak_customer data another local_medium outlet_donga ilbo_breach bad_personal data_leak korean_history medium_outlet question_long incident go_unnoticed add mean_internal data_protection system_barely matter_breach mark_late series_cybersecurity incident_affect major_south korean company despite country_reputation stringent_data privacy_rule sk_telecom south_korea large_mobile operator_fin nearly_data breach_involve million_subscriber september_lotte card_data nearly_three million_customer leak_cyberattack credit_card firm
2025-11-23 05:22:12,China US,many_sundays paper_focus comment_prime minister make summit_andrew mountbattenwindsor_pile pressure_former prince_testify congress_know jeffrey_epstein former_duke york_far ignored_request american_politician come_forward information_sir keir_ultimately andrew_anybody information call kind_case give_evidence refuse_comment case_former prince_directly relevant_information prepare_share point_congress force foreign national_appear committee_englands dramatic_loss position_strength cricket_first ash_test australia_dominate sport_page former_england batsman_sir geoffrey_boycott cant take_stupid england_seriously highlight_call reckless_batting refusal_listen criticism_devote six_page defeat_former england_captain mike_atherton loss_discouraging current_leadership ben_stokes coach_brendon mccullum_peel pitch_state disbelief_surrender strong_position ahead_budget wednesday_prepare spend_bn end_twochild benefit_cap insist government make another_attempt reform_welfare kemi_badenoch accuse_rachel reef_cowardice refuse_admit raise_tax freeze_threshold another_paper editorial_sign point_brutal assault_middle england_budget squeeze_work pay_benefit go_tackle cost_living crisis work family_front mind_wednesday take_thames water block government_urge let_ck infrastructure take_control stake_huge water company service million_customer across_london southeast_bn debt_human right_campaigner warns_takeover literally_allow china_switch tap_raf consider_allow overweight_pilot use_weight loss_drug paper_note fighter_pilot face_strict limit_weight safely_eject aircraft_get news_inbox
